corpus,model,window,criterion,n_draws,folds_per_draw,df,mean_pp,sd_draw_pp,se_pp,pointwise_95_low_pp,pointwise_95_high_pp
ravdess,wavlm_base_plus,38,UAR,24,5,23,0.4253472222222222,2.1062858522969172,0.4299437992142186,-0.46405929007475044,1.3147537345191949
ravdess,wavlm_base_plus,39,CE,24,5,23,2.100694444444444,1.8723982217050203,0.3822016865393259,1.310050016869872,2.8913388720190163
ravdess,wavlm_base_plus,39,UAR,24,5,23,0.35590277777777773,2.255126311530716,0.46032573073124594,-0.596353548371124,1.3081591039266793
ravdess,wavlm_base_plus,40,CE,24,5,23,2.100694444444444,1.8723982217050203,0.3822016865393259,1.310050016869872,2.8913388720190163
ravdess,wavlm_base_plus,40,UAR,24,5,23,0.7465277777777777,2.1289540034846457,0.43457091619940186,-0.15245065528489354,1.6455062108404488
ravdess,wavlm_base_plus,41,CE,24,5,23,2.3871527777777777,2.026376461819497,0.4136323631870105,1.5314890417553526,3.2428165138002027
ravdess,wavlm_base_plus,41,UAR,24,5,23,0.9982638888888888,2.010482762173498,0.410388075332198,0.14931147362771158,1.847216304150066
ravdess,wavlm_base_plus,42,CE,24,5,23,2.473958333333333,2.025755528674801,0.4135056157396033,1.618556794382588,3.329359872284078
ravdess,wavlm_base_plus,42,UAR,24,5,23,1.09375,2.08808335307094,0.42622822961863116,0.21202972902398087,1.975470270976019
ravdess,wavlm_base_plus,43,CE,24,5,23,2.473958333333333,2.025755528674801,0.4135056157396033,1.618556794382588,3.329359872284078
ravdess,wavlm_base_plus,43,UAR,24,5,23,1.25,2.080614167501909,0.424703588498774,0.3714336894797313,2.128566310520269
ravdess,wavlm_base_plus,44,CE,24,5,23,2.473958333333333,2.025755528674801,0.4135056157396033,1.618556794382588,3.329359872284078
ravdess,wavlm_base_plus,44,UAR,24,5,23,1.2239583333333333,2.1644641989923987,0.44181940450444074,0.3099852597744098,2.137931406892257
ravdess,wavlm_base_plus,45,CE,24,5,23,2.473958333333333,1.9919377241116578,0.4066025852895312,1.632836800858084,3.315079865808582
ravdess,wavlm_base_plus,45,UAR,24,5,23,1.1111111111111112,2.233422108697764,0.4558953788800292,0.16801966603606322,2.054202556186159
