sequence,unit_id,corpus,model,protocol,seed,outer_fold,status,reason,n_expected_predictions,n_observed_predictions
1280,cremad__transformer__loso__s2__f053,cremad,transformer,loso,2,53,success,,82,82
1281,cremad__transformer__loso__s2__f054,cremad,transformer,loso,2,54,success,,82,82
1282,cremad__transformer__loso__s2__f055,cremad,transformer,loso,2,55,success,,82,82
1283,cremad__transformer__loso__s2__f056,cremad,transformer,loso,2,56,success,,82,82
1284,cremad__transformer__loso__s2__f057,cremad,transformer,loso,2,57,success,,82,82
1285,cremad__transformer__loso__s2__f058,cremad,transformer,loso,2,58,success,,82,82
1286,cremad__transformer__loso__s2__f059,cremad,transformer,loso,2,59,success,,82,82
1287,cremad__transformer__loso__s2__f060,cremad,transformer,loso,2,60,success,,82,82
1288,cremad__transformer__loso__s2__f061,cremad,transformer,loso,2,61,success,,82,82
1289,cremad__transformer__loso__s2__f062,cremad,transformer,loso,2,62,success,,82,82
1290,cremad__transformer__loso__s2__f063,cremad,transformer,loso,2,63,success,,82,82
1291,cremad__transformer__loso__s2__f064,cremad,transformer,loso,2,64,success,,82,82
1292,cremad__transformer__loso__s2__f065,cremad,transformer,loso,2,65,success,,82,82
1293,cremad__transformer__loso__s2__f066,cremad,transformer,loso,2,66,success,,82,82
1294,cremad__transformer__loso__s2__f067,cremad,transformer,loso,2,67,success,,82,82
1295,cremad__transformer__loso__s2__f068,cremad,transformer,loso,2,68,success,,82,82
1296,cremad__transformer__loso__s2__f069,cremad,transformer,loso,2,69,success,,82,82
1297,cremad__transformer__loso__s2__f070,cremad,transformer,loso,2,70,success,,82,82
1298,cremad__transformer__loso__s2__f071,cremad,transformer,loso,2,71,success,,82,82
1299,cremad__transformer__loso__s2__f072,cremad,transformer,loso,2,72,success,,82,82
1300,cremad__transformer__loso__s2__f073,cremad,transformer,loso,2,73,success,,82,82
1301,cremad__transformer__loso__s2__f074,cremad,transformer,loso,2,74,success,,82,82
1302,cremad__transformer__loso__s2__f075,cremad,transformer,loso,2,75,success,,81,81
1303,cremad__transformer__loso__s2__f076,cremad,transformer,loso,2,76,success,,82,82
1304,cremad__transformer__loso__s2__f077,cremad,transformer,loso,2,77,success,,82,82
1305,cremad__transformer__loso__s2__f078,cremad,transformer,loso,2,78,success,,82,82
1306,cremad__transformer__loso__s2__f079,cremad,transformer,loso,2,79,success,,82,82
1307,cremad__transformer__loso__s2__f080,cremad,transformer,loso,2,80,success,,82,82
1308,cremad__transformer__loso__s2__f081,cremad,transformer,loso,2,81,success,,82,82
1309,cremad__transformer__loso__s2__f082,cremad,transformer,loso,2,82,success,,82,82
1310,cremad__transformer__loso__s2__f083,cremad,transformer,loso,2,83,success,,82,82
1311,cremad__transformer__loso__s2__f084,cremad,transformer,loso,2,84,success,,82,82
1312,cremad__transformer__loso__s2__f085,cremad,transformer,loso,2,85,success,,82,82
1313,cremad__transformer__loso__s2__f086,cremad,transformer,loso,2,86,success,,82,82
1314,cremad__transformer__loso__s2__f087,cremad,transformer,loso,2,87,success,,82,82
1315,cremad__transformer__loso__s2__f088,cremad,transformer,loso,2,88,success,,82,82
1316,cremad__transformer__loso__s2__f089,cremad,transformer,loso,2,89,success,,82,82
1317,cremad__transformer__loso__s2__f090,cremad,transformer,loso,2,90,success,,82,82
1318,cremad__fno__random__s0__f000,cremad,fno,random,0,0,success,,1489,1489
1319,cremad__fno__random__s0__f001,cremad,fno,random,0,1,success,,1489,1489
1320,cremad__fno__random__s0__f002,cremad,fno,random,0,2,success,,1488,1488
1321,cremad__fno__random__s0__f003,cremad,fno,random,0,3,success,,1488,1488
1322,cremad__fno__random__s0__f004,cremad,fno,random,0,4,success,,1488,1488
1323,cremad__fno__random__s1__f000,cremad,fno,random,1,0,success,,1489,1489
1324,cremad__fno__random__s1__f001,cremad,fno,random,1,1,success,,1489,1489
1325,cremad__fno__random__s1__f002,cremad,fno,random,1,2,success,,1488,1488
1326,cremad__fno__random__s1__f003,cremad,fno,random,1,3,success,,1488,1488
1327,cremad__fno__random__s1__f004,cremad,fno,random,1,4,success,,1488,1488
1328,cremad__fno__random__s2__f000,cremad,fno,random,2,0,success,,1489,1489
1329,cremad__fno__random__s2__f001,cremad,fno,random,2,1,success,,1489,1489
1330,cremad__fno__random__s2__f002,cremad,fno,random,2,2,success,,1488,1488
1331,cremad__fno__random__s2__f003,cremad,fno,random,2,3,success,,1488,1488
1332,cremad__fno__random__s2__f004,cremad,fno,random,2,4,success,,1488,1488
1333,cremad__fno__groupkfold__s0__f000,cremad,fno,groupkfold,0,0,success,,1476,1476
1334,cremad__fno__groupkfold__s0__f001,cremad,fno,groupkfold,0,1,success,,1475,1475
1335,cremad__fno__groupkfold__s0__f002,cremad,fno,groupkfold,0,2,success,,1475,1475
1336,cremad__fno__groupkfold__s0__f003,cremad,fno,groupkfold,0,3,success,,1546,1546
1337,cremad__fno__groupkfold__s0__f004,cremad,fno,groupkfold,0,4,success,,1470,1470
1338,cremad__fno__groupkfold__s1__f000,cremad,fno,groupkfold,1,0,success,,1476,1476
1339,cremad__fno__groupkfold__s1__f001,cremad,fno,groupkfold,1,1,success,,1475,1475
1340,cremad__fno__groupkfold__s1__f002,cremad,fno,groupkfold,1,2,success,,1475,1475
1341,cremad__fno__groupkfold__s1__f003,cremad,fno,groupkfold,1,3,success,,1546,1546
1342,cremad__fno__groupkfold__s1__f004,cremad,fno,groupkfold,1,4,success,,1470,1470
1343,cremad__fno__groupkfold__s2__f000,cremad,fno,groupkfold,2,0,success,,1476,1476
1344,cremad__fno__groupkfold__s2__f001,cremad,fno,groupkfold,2,1,success,,1475,1475
1345,cremad__fno__groupkfold__s2__f002,cremad,fno,groupkfold,2,2,success,,1475,1475
1346,cremad__fno__groupkfold__s2__f003,cremad,fno,groupkfold,2,3,success,,1546,1546
1347,cremad__fno__groupkfold__s2__f004,cremad,fno,groupkfold,2,4,success,,1470,1470
1348,cremad__fno__loso__s0__f000,cremad,fno,loso,0,0,success,,82,82
1349,cremad__fno__loso__s0__f001,cremad,fno,loso,0,1,success,,81,81
1350,cremad__fno__loso__s0__f002,cremad,fno,loso,0,2,success,,82,82
1351,cremad__fno__loso__s0__f003,cremad,fno,loso,0,3,success,,82,82
1352,cremad__fno__loso__s0__f004,cremad,fno,loso,0,4,success,,82,82
1353,cremad__fno__loso__s0__f005,cremad,fno,loso,0,5,success,,82,82
1354,cremad__fno__loso__s0__f006,cremad,fno,loso,0,6,success,,82,82
1355,cremad__fno__loso__s0__f007,cremad,fno,loso,0,7,success,,76,76
1356,cremad__fno__loso__s0__f008,cremad,fno,loso,0,8,success,,76,76
1357,cremad__fno__loso__s0__f009,cremad,fno,loso,0,9,success,,82,82
1358,cremad__fno__loso__s0__f010,cremad,fno,loso,0,10,success,,82,82
1359,cremad__fno__loso__s0__f011,cremad,fno,loso,0,11,success,,82,82
1360,cremad__fno__loso__s0__f012,cremad,fno,loso,0,12,success,,82,82
1361,cremad__fno__loso__s0__f013,cremad,fno,loso,0,13,success,,82,82
1362,cremad__fno__loso__s0__f014,cremad,fno,loso,0,14,success,,82,82
1363,cremad__fno__loso__s0__f015,cremad,fno,loso,0,15,success,,82,82
1364,cremad__fno__loso__s0__f016,cremad,fno,loso,0,16,success,,82,82
1365,cremad__fno__loso__s0__f017,cremad,fno,loso,0,17,success,,82,82
1366,cremad__fno__loso__s0__f018,cremad,fno,loso,0,18,success,,76,76
1367,cremad__fno__loso__s0__f019,cremad,fno,loso,0,19,success,,82,82
1368,cremad__fno__loso__s0__f020,cremad,fno,loso,0,20,success,,82,82
1369,cremad__fno__loso__s0__f021,cremad,fno,loso,0,21,success,,82,82
1370,cremad__fno__loso__s0__f022,cremad,fno,loso,0,22,success,,82,82
1371,cremad__fno__loso__s0__f023,cremad,fno,loso,0,23,success,,82,82
1372,cremad__fno__loso__s0__f024,cremad,fno,loso,0,24,success,,82,82
1373,cremad__fno__loso__s0__f025,cremad,fno,loso,0,25,success,,82,82
1374,cremad__fno__loso__s0__f026,cremad,fno,loso,0,26,success,,82,82
1375,cremad__fno__loso__s0__f027,cremad,fno,loso,0,27,success,,82,82
1376,cremad__fno__loso__s0__f028,cremad,fno,loso,0,28,success,,82,82
1377,cremad__fno__loso__s0__f029,cremad,fno,loso,0,29,success,,82,82
1378,cremad__fno__loso__s0__f030,cremad,fno,loso,0,30,success,,82,82
1379,cremad__fno__loso__s0__f031,cremad,fno,loso,0,31,success,,82,82
1380,cremad__fno__loso__s0__f032,cremad,fno,loso,0,32,success,,82,82
1381,cremad__fno__loso__s0__f033,cremad,fno,loso,0,33,success,,82,82
1382,cremad__fno__loso__s0__f034,cremad,fno,loso,0,34,success,,82,82
1383,cremad__fno__loso__s0__f035,cremad,fno,loso,0,35,success,,82,82
1384,cremad__fno__loso__s0__f036,cremad,fno,loso,0,36,success,,82,82
1385,cremad__fno__loso__s0__f037,cremad,fno,loso,0,37,success,,82,82
1386,cremad__fno__loso__s0__f038,cremad,fno,loso,0,38,success,,82,82
1387,cremad__fno__loso__s0__f039,cremad,fno,loso,0,39,success,,82,82
1388,cremad__fno__loso__s0__f040,cremad,fno,loso,0,40,success,,82,82
1389,cremad__fno__loso__s0__f041,cremad,fno,loso,0,41,success,,82,82
1390,cremad__fno__loso__s0__f042,cremad,fno,loso,0,42,success,,82,82
1391,cremad__fno__loso__s0__f043,cremad,fno,loso,0,43,success,,82,82
1392,cremad__fno__loso__s0__f044,cremad,fno,loso,0,44,success,,82,82
1393,cremad__fno__loso__s0__f045,cremad,fno,loso,0,45,success,,82,82
1394,cremad__fno__loso__s0__f046,cremad,fno,loso,0,46,success,,82,82
1395,cremad__fno__loso__s0__f047,cremad,fno,loso,0,47,success,,82,82
1396,cremad__fno__loso__s0__f048,cremad,fno,loso,0,48,success,,82,82
1397,cremad__fno__loso__s0__f049,cremad,fno,loso,0,49,success,,82,82
1398,cremad__fno__loso__s0__f050,cremad,fno,loso,0,50,success,,82,82
1399,cremad__fno__loso__s0__f051,cremad,fno,loso,0,51,success,,82,82
1400,cremad__fno__loso__s0__f052,cremad,fno,loso,0,52,success,,82,82
1401,cremad__fno__loso__s0__f053,cremad,fno,loso,0,53,success,,82,82
1402,cremad__fno__loso__s0__f054,cremad,fno,loso,0,54,success,,82,82
1403,cremad__fno__loso__s0__f055,cremad,fno,loso,0,55,success,,82,82
1404,cremad__fno__loso__s0__f056,cremad,fno,loso,0,56,success,,82,82
1405,cremad__fno__loso__s0__f057,cremad,fno,loso,0,57,success,,82,82
1406,cremad__fno__loso__s0__f058,cremad,fno,loso,0,58,success,,82,82
1407,cremad__fno__loso__s0__f059,cremad,fno,loso,0,59,success,,82,82
1408,cremad__fno__loso__s0__f060,cremad,fno,loso,0,60,success,,82,82
1409,cremad__fno__loso__s0__f061,cremad,fno,loso,0,61,success,,82,82
1410,cremad__fno__loso__s0__f062,cremad,fno,loso,0,62,success,,82,82
1411,cremad__fno__loso__s0__f063,cremad,fno,loso,0,63,success,,82,82
1412,cremad__fno__loso__s0__f064,cremad,fno,loso,0,64,success,,82,82
1413,cremad__fno__loso__s0__f065,cremad,fno,loso,0,65,success,,82,82
1414,cremad__fno__loso__s0__f066,cremad,fno,loso,0,66,success,,82,82
1415,cremad__fno__loso__s0__f067,cremad,fno,loso,0,67,success,,82,82
1416,cremad__fno__loso__s0__f068,cremad,fno,loso,0,68,success,,82,82
1417,cremad__fno__loso__s0__f069,cremad,fno,loso,0,69,success,,82,82
1418,cremad__fno__loso__s0__f070,cremad,fno,loso,0,70,success,,82,82
1419,cremad__fno__loso__s0__f071,cremad,fno,loso,0,71,success,,82,82
1420,cremad__fno__loso__s0__f072,cremad,fno,loso,0,72,success,,82,82
1421,cremad__fno__loso__s0__f073,cremad,fno,loso,0,73,success,,82,82
1422,cremad__fno__loso__s0__f074,cremad,fno,loso,0,74,success,,82,82
1423,cremad__fno__loso__s0__f075,cremad,fno,loso,0,75,success,,81,81
1424,cremad__fno__loso__s0__f076,cremad,fno,loso,0,76,success,,82,82
1425,cremad__fno__loso__s0__f077,cremad,fno,loso,0,77,success,,82,82
1426,cremad__fno__loso__s0__f078,cremad,fno,loso,0,78,success,,82,82
1427,cremad__fno__loso__s0__f079,cremad,fno,loso,0,79,success,,82,82
1428,cremad__fno__loso__s0__f080,cremad,fno,loso,0,80,success,,82,82
1429,cremad__fno__loso__s0__f081,cremad,fno,loso,0,81,success,,82,82
1430,cremad__fno__loso__s0__f082,cremad,fno,loso,0,82,success,,82,82
1431,cremad__fno__loso__s0__f083,cremad,fno,loso,0,83,success,,82,82
1432,cremad__fno__loso__s0__f084,cremad,fno,loso,0,84,success,,82,82
1433,cremad__fno__loso__s0__f085,cremad,fno,loso,0,85,success,,82,82
1434,cremad__fno__loso__s0__f086,cremad,fno,loso,0,86,success,,82,82
1435,cremad__fno__loso__s0__f087,cremad,fno,loso,0,87,success,,82,82
1436,cremad__fno__loso__s0__f088,cremad,fno,loso,0,88,success,,82,82
1437,cremad__fno__loso__s0__f089,cremad,fno,loso,0,89,success,,82,82
1438,cremad__fno__loso__s0__f090,cremad,fno,loso,0,90,success,,82,82
1439,cremad__fno__loso__s1__f000,cremad,fno,loso,1,0,success,,82,82
1440,cremad__fno__loso__s1__f001,cremad,fno,loso,1,1,success,,81,81
1441,cremad__fno__loso__s1__f002,cremad,fno,loso,1,2,success,,82,82
1442,cremad__fno__loso__s1__f003,cremad,fno,loso,1,3,success,,82,82
1443,cremad__fno__loso__s1__f004,cremad,fno,loso,1,4,success,,82,82
1444,cremad__fno__loso__s1__f005,cremad,fno,loso,1,5,success,,82,82
1445,cremad__fno__loso__s1__f006,cremad,fno,loso,1,6,success,,82,82
1446,cremad__fno__loso__s1__f007,cremad,fno,loso,1,7,success,,76,76
1447,cremad__fno__loso__s1__f008,cremad,fno,loso,1,8,success,,76,76
1448,cremad__fno__loso__s1__f009,cremad,fno,loso,1,9,success,,82,82
1449,cremad__fno__loso__s1__f010,cremad,fno,loso,1,10,success,,82,82
1450,cremad__fno__loso__s1__f011,cremad,fno,loso,1,11,success,,82,82
1451,cremad__fno__loso__s1__f012,cremad,fno,loso,1,12,success,,82,82
1452,cremad__fno__loso__s1__f013,cremad,fno,loso,1,13,success,,82,82
1453,cremad__fno__loso__s1__f014,cremad,fno,loso,1,14,success,,82,82
1454,cremad__fno__loso__s1__f015,cremad,fno,loso,1,15,success,,82,82
1455,cremad__fno__loso__s1__f016,cremad,fno,loso,1,16,success,,82,82
1456,cremad__fno__loso__s1__f017,cremad,fno,loso,1,17,success,,82,82
1457,cremad__fno__loso__s1__f018,cremad,fno,loso,1,18,success,,76,76
1458,cremad__fno__loso__s1__f019,cremad,fno,loso,1,19,success,,82,82
1459,cremad__fno__loso__s1__f020,cremad,fno,loso,1,20,success,,82,82
1460,cremad__fno__loso__s1__f021,cremad,fno,loso,1,21,success,,82,82
1461,cremad__fno__loso__s1__f022,cremad,fno,loso,1,22,success,,82,82
1462,cremad__fno__loso__s1__f023,cremad,fno,loso,1,23,success,,82,82
1463,cremad__fno__loso__s1__f024,cremad,fno,loso,1,24,success,,82,82
1464,cremad__fno__loso__s1__f025,cremad,fno,loso,1,25,success,,82,82
1465,cremad__fno__loso__s1__f026,cremad,fno,loso,1,26,success,,82,82
1466,cremad__fno__loso__s1__f027,cremad,fno,loso,1,27,success,,82,82
1467,cremad__fno__loso__s1__f028,cremad,fno,loso,1,28,success,,82,82
1468,cremad__fno__loso__s1__f029,cremad,fno,loso,1,29,success,,82,82
1469,cremad__fno__loso__s1__f030,cremad,fno,loso,1,30,success,,82,82
1470,cremad__fno__loso__s1__f031,cremad,fno,loso,1,31,success,,82,82
1471,cremad__fno__loso__s1__f032,cremad,fno,loso,1,32,success,,82,82
1472,cremad__fno__loso__s1__f033,cremad,fno,loso,1,33,success,,82,82
1473,cremad__fno__loso__s1__f034,cremad,fno,loso,1,34,success,,82,82
1474,cremad__fno__loso__s1__f035,cremad,fno,loso,1,35,success,,82,82
1475,cremad__fno__loso__s1__f036,cremad,fno,loso,1,36,success,,82,82
1476,cremad__fno__loso__s1__f037,cremad,fno,loso,1,37,success,,82,82
1477,cremad__fno__loso__s1__f038,cremad,fno,loso,1,38,success,,82,82
1478,cremad__fno__loso__s1__f039,cremad,fno,loso,1,39,success,,82,82
1479,cremad__fno__loso__s1__f040,cremad,fno,loso,1,40,success,,82,82
1480,cremad__fno__loso__s1__f041,cremad,fno,loso,1,41,success,,82,82
1481,cremad__fno__loso__s1__f042,cremad,fno,loso,1,42,success,,82,82
1482,cremad__fno__loso__s1__f043,cremad,fno,loso,1,43,success,,82,82
1483,cremad__fno__loso__s1__f044,cremad,fno,loso,1,44,success,,82,82
1484,cremad__fno__loso__s1__f045,cremad,fno,loso,1,45,success,,82,82
1485,cremad__fno__loso__s1__f046,cremad,fno,loso,1,46,success,,82,82
1486,cremad__fno__loso__s1__f047,cremad,fno,loso,1,47,success,,82,82
1487,cremad__fno__loso__s1__f048,cremad,fno,loso,1,48,success,,82,82
1488,cremad__fno__loso__s1__f049,cremad,fno,loso,1,49,success,,82,82
1489,cremad__fno__loso__s1__f050,cremad,fno,loso,1,50,success,,82,82
1490,cremad__fno__loso__s1__f051,cremad,fno,loso,1,51,success,,82,82
1491,cremad__fno__loso__s1__f052,cremad,fno,loso,1,52,success,,82,82
1492,cremad__fno__loso__s1__f053,cremad,fno,loso,1,53,success,,82,82
1493,cremad__fno__loso__s1__f054,cremad,fno,loso,1,54,success,,82,82
1494,cremad__fno__loso__s1__f055,cremad,fno,loso,1,55,success,,82,82
1495,cremad__fno__loso__s1__f056,cremad,fno,loso,1,56,success,,82,82
1496,cremad__fno__loso__s1__f057,cremad,fno,loso,1,57,success,,82,82
1497,cremad__fno__loso__s1__f058,cremad,fno,loso,1,58,success,,82,82
1498,cremad__fno__loso__s1__f059,cremad,fno,loso,1,59,success,,82,82
1499,cremad__fno__loso__s1__f060,cremad,fno,loso,1,60,success,,82,82
1500,cremad__fno__loso__s1__f061,cremad,fno,loso,1,61,success,,82,82
1501,cremad__fno__loso__s1__f062,cremad,fno,loso,1,62,success,,82,82
1502,cremad__fno__loso__s1__f063,cremad,fno,loso,1,63,success,,82,82
1503,cremad__fno__loso__s1__f064,cremad,fno,loso,1,64,success,,82,82
1504,cremad__fno__loso__s1__f065,cremad,fno,loso,1,65,success,,82,82
1505,cremad__fno__loso__s1__f066,cremad,fno,loso,1,66,success,,82,82
1506,cremad__fno__loso__s1__f067,cremad,fno,loso,1,67,success,,82,82
1507,cremad__fno__loso__s1__f068,cremad,fno,loso,1,68,success,,82,82
1508,cremad__fno__loso__s1__f069,cremad,fno,loso,1,69,success,,82,82
1509,cremad__fno__loso__s1__f070,cremad,fno,loso,1,70,success,,82,82
1510,cremad__fno__loso__s1__f071,cremad,fno,loso,1,71,success,,82,82
1511,cremad__fno__loso__s1__f072,cremad,fno,loso,1,72,success,,82,82
1512,cremad__fno__loso__s1__f073,cremad,fno,loso,1,73,success,,82,82
1513,cremad__fno__loso__s1__f074,cremad,fno,loso,1,74,success,,82,82
1514,cremad__fno__loso__s1__f075,cremad,fno,loso,1,75,success,,81,81
1515,cremad__fno__loso__s1__f076,cremad,fno,loso,1,76,success,,82,82
1516,cremad__fno__loso__s1__f077,cremad,fno,loso,1,77,success,,82,82
1517,cremad__fno__loso__s1__f078,cremad,fno,loso,1,78,success,,82,82
1518,cremad__fno__loso__s1__f079,cremad,fno,loso,1,79,success,,82,82
1519,cremad__fno__loso__s1__f080,cremad,fno,loso,1,80,success,,82,82
1520,cremad__fno__loso__s1__f081,cremad,fno,loso,1,81,success,,82,82
1521,cremad__fno__loso__s1__f082,cremad,fno,loso,1,82,success,,82,82
1522,cremad__fno__loso__s1__f083,cremad,fno,loso,1,83,success,,82,82
1523,cremad__fno__loso__s1__f084,cremad,fno,loso,1,84,success,,82,82
1524,cremad__fno__loso__s1__f085,cremad,fno,loso,1,85,success,,82,82
1525,cremad__fno__loso__s1__f086,cremad,fno,loso,1,86,success,,82,82
1526,cremad__fno__loso__s1__f087,cremad,fno,loso,1,87,success,,82,82
1527,cremad__fno__loso__s1__f088,cremad,fno,loso,1,88,success,,82,82
1528,cremad__fno__loso__s1__f089,cremad,fno,loso,1,89,success,,82,82
1529,cremad__fno__loso__s1__f090,cremad,fno,loso,1,90,success,,82,82
1530,cremad__fno__loso__s2__f000,cremad,fno,loso,2,0,success,,82,82
1531,cremad__fno__loso__s2__f001,cremad,fno,loso,2,1,success,,81,81
1532,cremad__fno__loso__s2__f002,cremad,fno,loso,2,2,success,,82,82
1533,cremad__fno__loso__s2__f003,cremad,fno,loso,2,3,success,,82,82
1534,cremad__fno__loso__s2__f004,cremad,fno,loso,2,4,success,,82,82
1535,cremad__fno__loso__s2__f005,cremad,fno,loso,2,5,success,,82,82
1536,cremad__fno__loso__s2__f006,cremad,fno,loso,2,6,success,,82,82
1537,cremad__fno__loso__s2__f007,cremad,fno,loso,2,7,success,,76,76
1538,cremad__fno__loso__s2__f008,cremad,fno,loso,2,8,success,,76,76
1539,cremad__fno__loso__s2__f009,cremad,fno,loso,2,9,success,,82,82
1540,cremad__fno__loso__s2__f010,cremad,fno,loso,2,10,success,,82,82
1541,cremad__fno__loso__s2__f011,cremad,fno,loso,2,11,success,,82,82
1542,cremad__fno__loso__s2__f012,cremad,fno,loso,2,12,success,,82,82
1543,cremad__fno__loso__s2__f013,cremad,fno,loso,2,13,success,,82,82
1544,cremad__fno__loso__s2__f014,cremad,fno,loso,2,14,success,,82,82
1545,cremad__fno__loso__s2__f015,cremad,fno,loso,2,15,success,,82,82
1546,cremad__fno__loso__s2__f016,cremad,fno,loso,2,16,success,,82,82
1547,cremad__fno__loso__s2__f017,cremad,fno,loso,2,17,success,,82,82
1548,cremad__fno__loso__s2__f018,cremad,fno,loso,2,18,success,,76,76
1549,cremad__fno__loso__s2__f019,cremad,fno,loso,2,19,success,,82,82
1550,cremad__fno__loso__s2__f020,cremad,fno,loso,2,20,success,,82,82
1551,cremad__fno__loso__s2__f021,cremad,fno,loso,2,21,success,,82,82
1552,cremad__fno__loso__s2__f022,cremad,fno,loso,2,22,success,,82,82
1553,cremad__fno__loso__s2__f023,cremad,fno,loso,2,23,success,,82,82
1554,cremad__fno__loso__s2__f024,cremad,fno,loso,2,24,success,,82,82
1555,cremad__fno__loso__s2__f025,cremad,fno,loso,2,25,success,,82,82
1556,cremad__fno__loso__s2__f026,cremad,fno,loso,2,26,success,,82,82
1557,cremad__fno__loso__s2__f027,cremad,fno,loso,2,27,success,,82,82
1558,cremad__fno__loso__s2__f028,cremad,fno,loso,2,28,success,,82,82
1559,cremad__fno__loso__s2__f029,cremad,fno,loso,2,29,success,,82,82
1560,cremad__fno__loso__s2__f030,cremad,fno,loso,2,30,success,,82,82
1561,cremad__fno__loso__s2__f031,cremad,fno,loso,2,31,success,,82,82
1562,cremad__fno__loso__s2__f032,cremad,fno,loso,2,32,success,,82,82
1563,cremad__fno__loso__s2__f033,cremad,fno,loso,2,33,success,,82,82
1564,cremad__fno__loso__s2__f034,cremad,fno,loso,2,34,success,,82,82
1565,cremad__fno__loso__s2__f035,cremad,fno,loso,2,35,success,,82,82
1566,cremad__fno__loso__s2__f036,cremad,fno,loso,2,36,success,,82,82
1567,cremad__fno__loso__s2__f037,cremad,fno,loso,2,37,success,,82,82
1568,cremad__fno__loso__s2__f038,cremad,fno,loso,2,38,success,,82,82
1569,cremad__fno__loso__s2__f039,cremad,fno,loso,2,39,success,,82,82
1570,cremad__fno__loso__s2__f040,cremad,fno,loso,2,40,success,,82,82
1571,cremad__fno__loso__s2__f041,cremad,fno,loso,2,41,success,,82,82
1572,cremad__fno__loso__s2__f042,cremad,fno,loso,2,42,success,,82,82
1573,cremad__fno__loso__s2__f043,cremad,fno,loso,2,43,success,,82,82
1574,cremad__fno__loso__s2__f044,cremad,fno,loso,2,44,success,,82,82
1575,cremad__fno__loso__s2__f045,cremad,fno,loso,2,45,success,,82,82
1576,cremad__fno__loso__s2__f046,cremad,fno,loso,2,46,success,,82,82
1577,cremad__fno__loso__s2__f047,cremad,fno,loso,2,47,success,,82,82
1578,cremad__fno__loso__s2__f048,cremad,fno,loso,2,48,success,,82,82
1579,cremad__fno__loso__s2__f049,cremad,fno,loso,2,49,success,,82,82
1580,cremad__fno__loso__s2__f050,cremad,fno,loso,2,50,success,,82,82
1581,cremad__fno__loso__s2__f051,cremad,fno,loso,2,51,success,,82,82
1582,cremad__fno__loso__s2__f052,cremad,fno,loso,2,52,success,,82,82
1583,cremad__fno__loso__s2__f053,cremad,fno,loso,2,53,success,,82,82
1584,cremad__fno__loso__s2__f054,cremad,fno,loso,2,54,success,,82,82
1585,cremad__fno__loso__s2__f055,cremad,fno,loso,2,55,success,,82,82
1586,cremad__fno__loso__s2__f056,cremad,fno,loso,2,56,success,,82,82
1587,cremad__fno__loso__s2__f057,cremad,fno,loso,2,57,success,,82,82
1588,cremad__fno__loso__s2__f058,cremad,fno,loso,2,58,success,,82,82
1589,cremad__fno__loso__s2__f059,cremad,fno,loso,2,59,success,,82,82
1590,cremad__fno__loso__s2__f060,cremad,fno,loso,2,60,success,,82,82
1591,cremad__fno__loso__s2__f061,cremad,fno,loso,2,61,success,,82,82
1592,cremad__fno__loso__s2__f062,cremad,fno,loso,2,62,success,,82,82
1593,cremad__fno__loso__s2__f063,cremad,fno,loso,2,63,success,,82,82
1594,cremad__fno__loso__s2__f064,cremad,fno,loso,2,64,success,,82,82
1595,cremad__fno__loso__s2__f065,cremad,fno,loso,2,65,success,,82,82
1596,cremad__fno__loso__s2__f066,cremad,fno,loso,2,66,success,,82,82
1597,cremad__fno__loso__s2__f067,cremad,fno,loso,2,67,success,,82,82
1598,cremad__fno__loso__s2__f068,cremad,fno,loso,2,68,success,,82,82
1599,cremad__fno__loso__s2__f069,cremad,fno,loso,2,69,success,,82,82
1600,cremad__fno__loso__s2__f070,cremad,fno,loso,2,70,success,,82,82
1601,cremad__fno__loso__s2__f071,cremad,fno,loso,2,71,success,,82,82
1602,cremad__fno__loso__s2__f072,cremad,fno,loso,2,72,success,,82,82
1603,cremad__fno__loso__s2__f073,cremad,fno,loso,2,73,success,,82,82
1604,cremad__fno__loso__s2__f074,cremad,fno,loso,2,74,success,,82,82
1605,cremad__fno__loso__s2__f075,cremad,fno,loso,2,75,success,,81,81
1606,cremad__fno__loso__s2__f076,cremad,fno,loso,2,76,success,,82,82
1607,cremad__fno__loso__s2__f077,cremad,fno,loso,2,77,success,,82,82
1608,cremad__fno__loso__s2__f078,cremad,fno,loso,2,78,success,,82,82
1609,cremad__fno__loso__s2__f079,cremad,fno,loso,2,79,success,,82,82
1610,cremad__fno__loso__s2__f080,cremad,fno,loso,2,80,success,,82,82
1611,cremad__fno__loso__s2__f081,cremad,fno,loso,2,81,success,,82,82
1612,cremad__fno__loso__s2__f082,cremad,fno,loso,2,82,success,,82,82
1613,cremad__fno__loso__s2__f083,cremad,fno,loso,2,83,success,,82,82
1614,cremad__fno__loso__s2__f084,cremad,fno,loso,2,84,success,,82,82
1615,cremad__fno__loso__s2__f085,cremad,fno,loso,2,85,success,,82,82
1616,cremad__fno__loso__s2__f086,cremad,fno,loso,2,86,success,,82,82
1617,cremad__fno__loso__s2__f087,cremad,fno,loso,2,87,success,,82,82
1618,cremad__fno__loso__s2__f088,cremad,fno,loso,2,88,success,,82,82
1619,cremad__fno__loso__s2__f089,cremad,fno,loso,2,89,success,,82,82
1620,cremad__fno__loso__s2__f090,cremad,fno,loso,2,90,success,,82,82
