sequence,unit_id,corpus,model,protocol,seed,outer_fold,status
1084,cremad__transformer__loso__s0__f039,cremad,transformer,loso,0,39,success
1085,cremad__transformer__loso__s0__f040,cremad,transformer,loso,0,40,success
1086,cremad__transformer__loso__s0__f041,cremad,transformer,loso,0,41,success
1087,cremad__transformer__loso__s0__f042,cremad,transformer,loso,0,42,success
1088,cremad__transformer__loso__s0__f043,cremad,transformer,loso,0,43,success
1089,cremad__transformer__loso__s0__f044,cremad,transformer,loso,0,44,success
1090,cremad__transformer__loso__s0__f045,cremad,transformer,loso,0,45,success
1091,cremad__transformer__loso__s0__f046,cremad,transformer,loso,0,46,success
1092,cremad__transformer__loso__s0__f047,cremad,transformer,loso,0,47,success
1093,cremad__transformer__loso__s0__f048,cremad,transformer,loso,0,48,success
1094,cremad__transformer__loso__s0__f049,cremad,transformer,loso,0,49,success
1095,cremad__transformer__loso__s0__f050,cremad,transformer,loso,0,50,success
1096,cremad__transformer__loso__s0__f051,cremad,transformer,loso,0,51,success
1097,cremad__transformer__loso__s0__f052,cremad,transformer,loso,0,52,success
1098,cremad__transformer__loso__s0__f053,cremad,transformer,loso,0,53,success
1099,cremad__transformer__loso__s0__f054,cremad,transformer,loso,0,54,success
1100,cremad__transformer__loso__s0__f055,cremad,transformer,loso,0,55,success
1101,cremad__transformer__loso__s0__f056,cremad,transformer,loso,0,56,success
1102,cremad__transformer__loso__s0__f057,cremad,transformer,loso,0,57,success
1103,cremad__transformer__loso__s0__f058,cremad,transformer,loso,0,58,success
1104,cremad__transformer__loso__s0__f059,cremad,transformer,loso,0,59,success
1105,cremad__transformer__loso__s0__f060,cremad,transformer,loso,0,60,success
1106,cremad__transformer__loso__s0__f061,cremad,transformer,loso,0,61,success
1107,cremad__transformer__loso__s0__f062,cremad,transformer,loso,0,62,success
1108,cremad__transformer__loso__s0__f063,cremad,transformer,loso,0,63,success
1109,cremad__transformer__loso__s0__f064,cremad,transformer,loso,0,64,success
1110,cremad__transformer__loso__s0__f065,cremad,transformer,loso,0,65,success
1111,cremad__transformer__loso__s0__f066,cremad,transformer,loso,0,66,success
1112,cremad__transformer__loso__s0__f067,cremad,transformer,loso,0,67,success
1113,cremad__transformer__loso__s0__f068,cremad,transformer,loso,0,68,success
1114,cremad__transformer__loso__s0__f069,cremad,transformer,loso,0,69,success
1115,cremad__transformer__loso__s0__f070,cremad,transformer,loso,0,70,success
1116,cremad__transformer__loso__s0__f071,cremad,transformer,loso,0,71,success
1117,cremad__transformer__loso__s0__f072,cremad,transformer,loso,0,72,success
1118,cremad__transformer__loso__s0__f073,cremad,transformer,loso,0,73,success
1119,cremad__transformer__loso__s0__f074,cremad,transformer,loso,0,74,success
1120,cremad__transformer__loso__s0__f075,cremad,transformer,loso,0,75,success
1121,cremad__transformer__loso__s0__f076,cremad,transformer,loso,0,76,success
1122,cremad__transformer__loso__s0__f077,cremad,transformer,loso,0,77,success
1123,cremad__transformer__loso__s0__f078,cremad,transformer,loso,0,78,success
1124,cremad__transformer__loso__s0__f079,cremad,transformer,loso,0,79,success
1125,cremad__transformer__loso__s0__f080,cremad,transformer,loso,0,80,success
1126,cremad__transformer__loso__s0__f081,cremad,transformer,loso,0,81,success
1127,cremad__transformer__loso__s0__f082,cremad,transformer,loso,0,82,success
1128,cremad__transformer__loso__s0__f083,cremad,transformer,loso,0,83,success
1129,cremad__transformer__loso__s0__f084,cremad,transformer,loso,0,84,success
1130,cremad__transformer__loso__s0__f085,cremad,transformer,loso,0,85,success
1131,cremad__transformer__loso__s0__f086,cremad,transformer,loso,0,86,success
1132,cremad__transformer__loso__s0__f087,cremad,transformer,loso,0,87,success
1133,cremad__transformer__loso__s0__f088,cremad,transformer,loso,0,88,success
1134,cremad__transformer__loso__s0__f089,cremad,transformer,loso,0,89,success
1135,cremad__transformer__loso__s0__f090,cremad,transformer,loso,0,90,success
1136,cremad__transformer__loso__s1__f000,cremad,transformer,loso,1,0,success
1137,cremad__transformer__loso__s1__f001,cremad,transformer,loso,1,1,success
1138,cremad__transformer__loso__s1__f002,cremad,transformer,loso,1,2,success
1139,cremad__transformer__loso__s1__f003,cremad,transformer,loso,1,3,success
1140,cremad__transformer__loso__s1__f004,cremad,transformer,loso,1,4,success
1141,cremad__transformer__loso__s1__f005,cremad,transformer,loso,1,5,success
1142,cremad__transformer__loso__s1__f006,cremad,transformer,loso,1,6,success
1143,cremad__transformer__loso__s1__f007,cremad,transformer,loso,1,7,success
1144,cremad__transformer__loso__s1__f008,cremad,transformer,loso,1,8,success
1145,cremad__transformer__loso__s1__f009,cremad,transformer,loso,1,9,success
1146,cremad__transformer__loso__s1__f010,cremad,transformer,loso,1,10,success
1147,cremad__transformer__loso__s1__f011,cremad,transformer,loso,1,11,success
1148,cremad__transformer__loso__s1__f012,cremad,transformer,loso,1,12,success
1149,cremad__transformer__loso__s1__f013,cremad,transformer,loso,1,13,success
1150,cremad__transformer__loso__s1__f014,cremad,transformer,loso,1,14,success
1151,cremad__transformer__loso__s1__f015,cremad,transformer,loso,1,15,success
1152,cremad__transformer__loso__s1__f016,cremad,transformer,loso,1,16,success
1153,cremad__transformer__loso__s1__f017,cremad,transformer,loso,1,17,success
1154,cremad__transformer__loso__s1__f018,cremad,transformer,loso,1,18,success
1155,cremad__transformer__loso__s1__f019,cremad,transformer,loso,1,19,success
1156,cremad__transformer__loso__s1__f020,cremad,transformer,loso,1,20,success
1157,cremad__transformer__loso__s1__f021,cremad,transformer,loso,1,21,success
1158,cremad__transformer__loso__s1__f022,cremad,transformer,loso,1,22,success
1159,cremad__transformer__loso__s1__f023,cremad,transformer,loso,1,23,success
1160,cremad__transformer__loso__s1__f024,cremad,transformer,loso,1,24,success
1161,cremad__transformer__loso__s1__f025,cremad,transformer,loso,1,25,success
1162,cremad__transformer__loso__s1__f026,cremad,transformer,loso,1,26,success
1163,cremad__transformer__loso__s1__f027,cremad,transformer,loso,1,27,success
1164,cremad__transformer__loso__s1__f028,cremad,transformer,loso,1,28,success
1165,cremad__transformer__loso__s1__f029,cremad,transformer,loso,1,29,success
1166,cremad__transformer__loso__s1__f030,cremad,transformer,loso,1,30,success
1167,cremad__transformer__loso__s1__f031,cremad,transformer,loso,1,31,success
1168,cremad__transformer__loso__s1__f032,cremad,transformer,loso,1,32,success
1169,cremad__transformer__loso__s1__f033,cremad,transformer,loso,1,33,success
1170,cremad__transformer__loso__s1__f034,cremad,transformer,loso,1,34,success
1171,cremad__transformer__loso__s1__f035,cremad,transformer,loso,1,35,success
1172,cremad__transformer__loso__s1__f036,cremad,transformer,loso,1,36,success
1173,cremad__transformer__loso__s1__f037,cremad,transformer,loso,1,37,success
1174,cremad__transformer__loso__s1__f038,cremad,transformer,loso,1,38,success
1175,cremad__transformer__loso__s1__f039,cremad,transformer,loso,1,39,success
1176,cremad__transformer__loso__s1__f040,cremad,transformer,loso,1,40,success
1177,cremad__transformer__loso__s1__f041,cremad,transformer,loso,1,41,success
1178,cremad__transformer__loso__s1__f042,cremad,transformer,loso,1,42,success
1179,cremad__transformer__loso__s1__f043,cremad,transformer,loso,1,43,success
1180,cremad__transformer__loso__s1__f044,cremad,transformer,loso,1,44,success
1181,cremad__transformer__loso__s1__f045,cremad,transformer,loso,1,45,success
1182,cremad__transformer__loso__s1__f046,cremad,transformer,loso,1,46,success
1183,cremad__transformer__loso__s1__f047,cremad,transformer,loso,1,47,success
1184,cremad__transformer__loso__s1__f048,cremad,transformer,loso,1,48,success
1185,cremad__transformer__loso__s1__f049,cremad,transformer,loso,1,49,success
1186,cremad__transformer__loso__s1__f050,cremad,transformer,loso,1,50,success
1187,cremad__transformer__loso__s1__f051,cremad,transformer,loso,1,51,success
1188,cremad__transformer__loso__s1__f052,cremad,transformer,loso,1,52,success
1189,cremad__transformer__loso__s1__f053,cremad,transformer,loso,1,53,success
1190,cremad__transformer__loso__s1__f054,cremad,transformer,loso,1,54,success
1191,cremad__transformer__loso__s1__f055,cremad,transformer,loso,1,55,success
1192,cremad__transformer__loso__s1__f056,cremad,transformer,loso,1,56,success
1193,cremad__transformer__loso__s1__f057,cremad,transformer,loso,1,57,success
1194,cremad__transformer__loso__s1__f058,cremad,transformer,loso,1,58,success
1195,cremad__transformer__loso__s1__f059,cremad,transformer,loso,1,59,success
1196,cremad__transformer__loso__s1__f060,cremad,transformer,loso,1,60,success
1197,cremad__transformer__loso__s1__f061,cremad,transformer,loso,1,61,success
1198,cremad__transformer__loso__s1__f062,cremad,transformer,loso,1,62,success
1199,cremad__transformer__loso__s1__f063,cremad,transformer,loso,1,63,success
1200,cremad__transformer__loso__s1__f064,cremad,transformer,loso,1,64,success
1201,cremad__transformer__loso__s1__f065,cremad,transformer,loso,1,65,success
1202,cremad__transformer__loso__s1__f066,cremad,transformer,loso,1,66,success
1203,cremad__transformer__loso__s1__f067,cremad,transformer,loso,1,67,success
1204,cremad__transformer__loso__s1__f068,cremad,transformer,loso,1,68,success
1205,cremad__transformer__loso__s1__f069,cremad,transformer,loso,1,69,success
1206,cremad__transformer__loso__s1__f070,cremad,transformer,loso,1,70,success
1207,cremad__transformer__loso__s1__f071,cremad,transformer,loso,1,71,success
1208,cremad__transformer__loso__s1__f072,cremad,transformer,loso,1,72,success
1209,cremad__transformer__loso__s1__f073,cremad,transformer,loso,1,73,success
1210,cremad__transformer__loso__s1__f074,cremad,transformer,loso,1,74,success
1211,cremad__transformer__loso__s1__f075,cremad,transformer,loso,1,75,success
1212,cremad__transformer__loso__s1__f076,cremad,transformer,loso,1,76,success
1213,cremad__transformer__loso__s1__f077,cremad,transformer,loso,1,77,success
1214,cremad__transformer__loso__s1__f078,cremad,transformer,loso,1,78,success
1215,cremad__transformer__loso__s1__f079,cremad,transformer,loso,1,79,success
1216,cremad__transformer__loso__s1__f080,cremad,transformer,loso,1,80,success
1217,cremad__transformer__loso__s1__f081,cremad,transformer,loso,1,81,success
1218,cremad__transformer__loso__s1__f082,cremad,transformer,loso,1,82,success
1219,cremad__transformer__loso__s1__f083,cremad,transformer,loso,1,83,success
1220,cremad__transformer__loso__s1__f084,cremad,transformer,loso,1,84,success
1221,cremad__transformer__loso__s1__f085,cremad,transformer,loso,1,85,success
1222,cremad__transformer__loso__s1__f086,cremad,transformer,loso,1,86,success
1223,cremad__transformer__loso__s1__f087,cremad,transformer,loso,1,87,success
1224,cremad__transformer__loso__s1__f088,cremad,transformer,loso,1,88,success
1225,cremad__transformer__loso__s1__f089,cremad,transformer,loso,1,89,success
1226,cremad__transformer__loso__s1__f090,cremad,transformer,loso,1,90,success
1227,cremad__transformer__loso__s2__f000,cremad,transformer,loso,2,0,success
1228,cremad__transformer__loso__s2__f001,cremad,transformer,loso,2,1,success
1229,cremad__transformer__loso__s2__f002,cremad,transformer,loso,2,2,success
1230,cremad__transformer__loso__s2__f003,cremad,transformer,loso,2,3,success
1231,cremad__transformer__loso__s2__f004,cremad,transformer,loso,2,4,success
1232,cremad__transformer__loso__s2__f005,cremad,transformer,loso,2,5,success
1233,cremad__transformer__loso__s2__f006,cremad,transformer,loso,2,6,success
1234,cremad__transformer__loso__s2__f007,cremad,transformer,loso,2,7,success
1235,cremad__transformer__loso__s2__f008,cremad,transformer,loso,2,8,success
1236,cremad__transformer__loso__s2__f009,cremad,transformer,loso,2,9,success
1237,cremad__transformer__loso__s2__f010,cremad,transformer,loso,2,10,success
1238,cremad__transformer__loso__s2__f011,cremad,transformer,loso,2,11,success
1239,cremad__transformer__loso__s2__f012,cremad,transformer,loso,2,12,success
1240,cremad__transformer__loso__s2__f013,cremad,transformer,loso,2,13,success
1241,cremad__transformer__loso__s2__f014,cremad,transformer,loso,2,14,success
1242,cremad__transformer__loso__s2__f015,cremad,transformer,loso,2,15,success
1243,cremad__transformer__loso__s2__f016,cremad,transformer,loso,2,16,success
1244,cremad__transformer__loso__s2__f017,cremad,transformer,loso,2,17,success
1245,cremad__transformer__loso__s2__f018,cremad,transformer,loso,2,18,success
1246,cremad__transformer__loso__s2__f019,cremad,transformer,loso,2,19,success
1247,cremad__transformer__loso__s2__f020,cremad,transformer,loso,2,20,success
1248,cremad__transformer__loso__s2__f021,cremad,transformer,loso,2,21,success
1249,cremad__transformer__loso__s2__f022,cremad,transformer,loso,2,22,success
1250,cremad__transformer__loso__s2__f023,cremad,transformer,loso,2,23,success
1251,cremad__transformer__loso__s2__f024,cremad,transformer,loso,2,24,success
1252,cremad__transformer__loso__s2__f025,cremad,transformer,loso,2,25,success
1253,cremad__transformer__loso__s2__f026,cremad,transformer,loso,2,26,success
1254,cremad__transformer__loso__s2__f027,cremad,transformer,loso,2,27,success
1255,cremad__transformer__loso__s2__f028,cremad,transformer,loso,2,28,success
1256,cremad__transformer__loso__s2__f029,cremad,transformer,loso,2,29,success
1257,cremad__transformer__loso__s2__f030,cremad,transformer,loso,2,30,success
1258,cremad__transformer__loso__s2__f031,cremad,transformer,loso,2,31,success
1259,cremad__transformer__loso__s2__f032,cremad,transformer,loso,2,32,success
1260,cremad__transformer__loso__s2__f033,cremad,transformer,loso,2,33,success
1261,cremad__transformer__loso__s2__f034,cremad,transformer,loso,2,34,success
1262,cremad__transformer__loso__s2__f035,cremad,transformer,loso,2,35,success
1263,cremad__transformer__loso__s2__f036,cremad,transformer,loso,2,36,success
1264,cremad__transformer__loso__s2__f037,cremad,transformer,loso,2,37,success
1265,cremad__transformer__loso__s2__f038,cremad,transformer,loso,2,38,success
1266,cremad__transformer__loso__s2__f039,cremad,transformer,loso,2,39,success
1267,cremad__transformer__loso__s2__f040,cremad,transformer,loso,2,40,success
1268,cremad__transformer__loso__s2__f041,cremad,transformer,loso,2,41,success
1269,cremad__transformer__loso__s2__f042,cremad,transformer,loso,2,42,success
1270,cremad__transformer__loso__s2__f043,cremad,transformer,loso,2,43,success
1271,cremad__transformer__loso__s2__f044,cremad,transformer,loso,2,44,success
1272,cremad__transformer__loso__s2__f045,cremad,transformer,loso,2,45,success
1273,cremad__transformer__loso__s2__f046,cremad,transformer,loso,2,46,success
1274,cremad__transformer__loso__s2__f047,cremad,transformer,loso,2,47,success
1275,cremad__transformer__loso__s2__f048,cremad,transformer,loso,2,48,success
1276,cremad__transformer__loso__s2__f049,cremad,transformer,loso,2,49,success
1277,cremad__transformer__loso__s2__f050,cremad,transformer,loso,2,50,success
1278,cremad__transformer__loso__s2__f051,cremad,transformer,loso,2,51,success
1279,cremad__transformer__loso__s2__f052,cremad,transformer,loso,2,52,success
1280,cremad__transformer__loso__s2__f053,cremad,transformer,loso,2,53,success
1281,cremad__transformer__loso__s2__f054,cremad,transformer,loso,2,54,success
1282,cremad__transformer__loso__s2__f055,cremad,transformer,loso,2,55,success
1283,cremad__transformer__loso__s2__f056,cremad,transformer,loso,2,56,success
1284,cremad__transformer__loso__s2__f057,cremad,transformer,loso,2,57,success
1285,cremad__transformer__loso__s2__f058,cremad,transformer,loso,2,58,success
1286,cremad__transformer__loso__s2__f059,cremad,transformer,loso,2,59,success
1287,cremad__transformer__loso__s2__f060,cremad,transformer,loso,2,60,success
1288,cremad__transformer__loso__s2__f061,cremad,transformer,loso,2,61,success
1289,cremad__transformer__loso__s2__f062,cremad,transformer,loso,2,62,success
1290,cremad__transformer__loso__s2__f063,cremad,transformer,loso,2,63,success
1291,cremad__transformer__loso__s2__f064,cremad,transformer,loso,2,64,success
1292,cremad__transformer__loso__s2__f065,cremad,transformer,loso,2,65,success
1293,cremad__transformer__loso__s2__f066,cremad,transformer,loso,2,66,success
1294,cremad__transformer__loso__s2__f067,cremad,transformer,loso,2,67,success
1295,cremad__transformer__loso__s2__f068,cremad,transformer,loso,2,68,success
1296,cremad__transformer__loso__s2__f069,cremad,transformer,loso,2,69,success
1297,cremad__transformer__loso__s2__f070,cremad,transformer,loso,2,70,success
1298,cremad__transformer__loso__s2__f071,cremad,transformer,loso,2,71,success
1299,cremad__transformer__loso__s2__f072,cremad,transformer,loso,2,72,success
1300,cremad__transformer__loso__s2__f073,cremad,transformer,loso,2,73,success
1301,cremad__transformer__loso__s2__f074,cremad,transformer,loso,2,74,success
1302,cremad__transformer__loso__s2__f075,cremad,transformer,loso,2,75,success
1303,cremad__transformer__loso__s2__f076,cremad,transformer,loso,2,76,success
1304,cremad__transformer__loso__s2__f077,cremad,transformer,loso,2,77,success
1305,cremad__transformer__loso__s2__f078,cremad,transformer,loso,2,78,success
1306,cremad__transformer__loso__s2__f079,cremad,transformer,loso,2,79,success
1307,cremad__transformer__loso__s2__f080,cremad,transformer,loso,2,80,success
1308,cremad__transformer__loso__s2__f081,cremad,transformer,loso,2,81,success
1309,cremad__transformer__loso__s2__f082,cremad,transformer,loso,2,82,success
1310,cremad__transformer__loso__s2__f083,cremad,transformer,loso,2,83,success
1311,cremad__transformer__loso__s2__f084,cremad,transformer,loso,2,84,success
1312,cremad__transformer__loso__s2__f085,cremad,transformer,loso,2,85,success
1313,cremad__transformer__loso__s2__f086,cremad,transformer,loso,2,86,success
1314,cremad__transformer__loso__s2__f087,cremad,transformer,loso,2,87,success
1315,cremad__transformer__loso__s2__f088,cremad,transformer,loso,2,88,success
1316,cremad__transformer__loso__s2__f089,cremad,transformer,loso,2,89,success
1317,cremad__transformer__loso__s2__f090,cremad,transformer,loso,2,90,success
1318,cremad__fno__random__s0__f000,cremad,fno,random,0,0,success
1319,cremad__fno__random__s0__f001,cremad,fno,random,0,1,success
1320,cremad__fno__random__s0__f002,cremad,fno,random,0,2,success
1321,cremad__fno__random__s0__f003,cremad,fno,random,0,3,success
1322,cremad__fno__random__s0__f004,cremad,fno,random,0,4,success
1323,cremad__fno__random__s1__f000,cremad,fno,random,1,0,success
1324,cremad__fno__random__s1__f001,cremad,fno,random,1,1,success
1325,cremad__fno__random__s1__f002,cremad,fno,random,1,2,success
1326,cremad__fno__random__s1__f003,cremad,fno,random,1,3,success
1327,cremad__fno__random__s1__f004,cremad,fno,random,1,4,success
1328,cremad__fno__random__s2__f000,cremad,fno,random,2,0,success
1329,cremad__fno__random__s2__f001,cremad,fno,random,2,1,success
1330,cremad__fno__random__s2__f002,cremad,fno,random,2,2,success
1331,cremad__fno__random__s2__f003,cremad,fno,random,2,3,success
1332,cremad__fno__random__s2__f004,cremad,fno,random,2,4,success
1333,cremad__fno__groupkfold__s0__f000,cremad,fno,groupkfold,0,0,success
1334,cremad__fno__groupkfold__s0__f001,cremad,fno,groupkfold,0,1,success
1335,cremad__fno__groupkfold__s0__f002,cremad,fno,groupkfold,0,2,success
1336,cremad__fno__groupkfold__s0__f003,cremad,fno,groupkfold,0,3,success
1337,cremad__fno__groupkfold__s0__f004,cremad,fno,groupkfold,0,4,success
1338,cremad__fno__groupkfold__s1__f000,cremad,fno,groupkfold,1,0,success
1339,cremad__fno__groupkfold__s1__f001,cremad,fno,groupkfold,1,1,success
1340,cremad__fno__groupkfold__s1__f002,cremad,fno,groupkfold,1,2,success
1341,cremad__fno__groupkfold__s1__f003,cremad,fno,groupkfold,1,3,success
1342,cremad__fno__groupkfold__s1__f004,cremad,fno,groupkfold,1,4,success
1343,cremad__fno__groupkfold__s2__f000,cremad,fno,groupkfold,2,0,success
1344,cremad__fno__groupkfold__s2__f001,cremad,fno,groupkfold,2,1,success
1345,cremad__fno__groupkfold__s2__f002,cremad,fno,groupkfold,2,2,success
1346,cremad__fno__groupkfold__s2__f003,cremad,fno,groupkfold,2,3,success
1347,cremad__fno__groupkfold__s2__f004,cremad,fno,groupkfold,2,4,success
1348,cremad__fno__loso__s0__f000,cremad,fno,loso,0,0,success
1349,cremad__fno__loso__s0__f001,cremad,fno,loso,0,1,success
1350,cremad__fno__loso__s0__f002,cremad,fno,loso,0,2,success
1351,cremad__fno__loso__s0__f003,cremad,fno,loso,0,3,success
1352,cremad__fno__loso__s0__f004,cremad,fno,loso,0,4,success
1353,cremad__fno__loso__s0__f005,cremad,fno,loso,0,5,success
1354,cremad__fno__loso__s0__f006,cremad,fno,loso,0,6,success
1355,cremad__fno__loso__s0__f007,cremad,fno,loso,0,7,success
1356,cremad__fno__loso__s0__f008,cremad,fno,loso,0,8,success
1357,cremad__fno__loso__s0__f009,cremad,fno,loso,0,9,success
1358,cremad__fno__loso__s0__f010,cremad,fno,loso,0,10,success
1359,cremad__fno__loso__s0__f011,cremad,fno,loso,0,11,success
1360,cremad__fno__loso__s0__f012,cremad,fno,loso,0,12,success
1361,cremad__fno__loso__s0__f013,cremad,fno,loso,0,13,success
1362,cremad__fno__loso__s0__f014,cremad,fno,loso,0,14,success
1363,cremad__fno__loso__s0__f015,cremad,fno,loso,0,15,success
1364,cremad__fno__loso__s0__f016,cremad,fno,loso,0,16,success
1365,cremad__fno__loso__s0__f017,cremad,fno,loso,0,17,success
1366,cremad__fno__loso__s0__f018,cremad,fno,loso,0,18,success
1367,cremad__fno__loso__s0__f019,cremad,fno,loso,0,19,success
1368,cremad__fno__loso__s0__f020,cremad,fno,loso,0,20,success
1369,cremad__fno__loso__s0__f021,cremad,fno,loso,0,21,success
1370,cremad__fno__loso__s0__f022,cremad,fno,loso,0,22,success
1371,cremad__fno__loso__s0__f023,cremad,fno,loso,0,23,success
1372,cremad__fno__loso__s0__f024,cremad,fno,loso,0,24,success
1373,cremad__fno__loso__s0__f025,cremad,fno,loso,0,25,success
1374,cremad__fno__loso__s0__f026,cremad,fno,loso,0,26,success
1375,cremad__fno__loso__s0__f027,cremad,fno,loso,0,27,success
1376,cremad__fno__loso__s0__f028,cremad,fno,loso,0,28,success
1377,cremad__fno__loso__s0__f029,cremad,fno,loso,0,29,success
1378,cremad__fno__loso__s0__f030,cremad,fno,loso,0,30,success
1379,cremad__fno__loso__s0__f031,cremad,fno,loso,0,31,success
1380,cremad__fno__loso__s0__f032,cremad,fno,loso,0,32,success
1381,cremad__fno__loso__s0__f033,cremad,fno,loso,0,33,success
1382,cremad__fno__loso__s0__f034,cremad,fno,loso,0,34,success
1383,cremad__fno__loso__s0__f035,cremad,fno,loso,0,35,success
1384,cremad__fno__loso__s0__f036,cremad,fno,loso,0,36,success
1385,cremad__fno__loso__s0__f037,cremad,fno,loso,0,37,success
1386,cremad__fno__loso__s0__f038,cremad,fno,loso,0,38,success
1387,cremad__fno__loso__s0__f039,cremad,fno,loso,0,39,success
1388,cremad__fno__loso__s0__f040,cremad,fno,loso,0,40,success
1389,cremad__fno__loso__s0__f041,cremad,fno,loso,0,41,success
1390,cremad__fno__loso__s0__f042,cremad,fno,loso,0,42,success
1391,cremad__fno__loso__s0__f043,cremad,fno,loso,0,43,success
1392,cremad__fno__loso__s0__f044,cremad,fno,loso,0,44,success
1393,cremad__fno__loso__s0__f045,cremad,fno,loso,0,45,success
1394,cremad__fno__loso__s0__f046,cremad,fno,loso,0,46,success
1395,cremad__fno__loso__s0__f047,cremad,fno,loso,0,47,success
1396,cremad__fno__loso__s0__f048,cremad,fno,loso,0,48,success
1397,cremad__fno__loso__s0__f049,cremad,fno,loso,0,49,success
1398,cremad__fno__loso__s0__f050,cremad,fno,loso,0,50,success
1399,cremad__fno__loso__s0__f051,cremad,fno,loso,0,51,success
1400,cremad__fno__loso__s0__f052,cremad,fno,loso,0,52,success
1401,cremad__fno__loso__s0__f053,cremad,fno,loso,0,53,success
1402,cremad__fno__loso__s0__f054,cremad,fno,loso,0,54,success
1403,cremad__fno__loso__s0__f055,cremad,fno,loso,0,55,success
1404,cremad__fno__loso__s0__f056,cremad,fno,loso,0,56,success
1405,cremad__fno__loso__s0__f057,cremad,fno,loso,0,57,success
1406,cremad__fno__loso__s0__f058,cremad,fno,loso,0,58,success
1407,cremad__fno__loso__s0__f059,cremad,fno,loso,0,59,success
1408,cremad__fno__loso__s0__f060,cremad,fno,loso,0,60,success
1409,cremad__fno__loso__s0__f061,cremad,fno,loso,0,61,success
1410,cremad__fno__loso__s0__f062,cremad,fno,loso,0,62,success
1411,cremad__fno__loso__s0__f063,cremad,fno,loso,0,63,success
1412,cremad__fno__loso__s0__f064,cremad,fno,loso,0,64,success
1413,cremad__fno__loso__s0__f065,cremad,fno,loso,0,65,success
1414,cremad__fno__loso__s0__f066,cremad,fno,loso,0,66,success
1415,cremad__fno__loso__s0__f067,cremad,fno,loso,0,67,success
1416,cremad__fno__loso__s0__f068,cremad,fno,loso,0,68,success
1417,cremad__fno__loso__s0__f069,cremad,fno,loso,0,69,success
1418,cremad__fno__loso__s0__f070,cremad,fno,loso,0,70,success
1419,cremad__fno__loso__s0__f071,cremad,fno,loso,0,71,success
1420,cremad__fno__loso__s0__f072,cremad,fno,loso,0,72,success
1421,cremad__fno__loso__s0__f073,cremad,fno,loso,0,73,success
1422,cremad__fno__loso__s0__f074,cremad,fno,loso,0,74,success
1423,cremad__fno__loso__s0__f075,cremad,fno,loso,0,75,success
1424,cremad__fno__loso__s0__f076,cremad,fno,loso,0,76,success
1425,cremad__fno__loso__s0__f077,cremad,fno,loso,0,77,success
1426,cremad__fno__loso__s0__f078,cremad,fno,loso,0,78,success
1427,cremad__fno__loso__s0__f079,cremad,fno,loso,0,79,success
1428,cremad__fno__loso__s0__f080,cremad,fno,loso,0,80,success
1429,cremad__fno__loso__s0__f081,cremad,fno,loso,0,81,success
1430,cremad__fno__loso__s0__f082,cremad,fno,loso,0,82,success
1431,cremad__fno__loso__s0__f083,cremad,fno,loso,0,83,success
1432,cremad__fno__loso__s0__f084,cremad,fno,loso,0,84,success
1433,cremad__fno__loso__s0__f085,cremad,fno,loso,0,85,success
1434,cremad__fno__loso__s0__f086,cremad,fno,loso,0,86,success
1435,cremad__fno__loso__s0__f087,cremad,fno,loso,0,87,success
1436,cremad__fno__loso__s0__f088,cremad,fno,loso,0,88,success
1437,cremad__fno__loso__s0__f089,cremad,fno,loso,0,89,success
1438,cremad__fno__loso__s0__f090,cremad,fno,loso,0,90,success
1439,cremad__fno__loso__s1__f000,cremad,fno,loso,1,0,success
1440,cremad__fno__loso__s1__f001,cremad,fno,loso,1,1,success
1441,cremad__fno__loso__s1__f002,cremad,fno,loso,1,2,success
1442,cremad__fno__loso__s1__f003,cremad,fno,loso,1,3,success
1443,cremad__fno__loso__s1__f004,cremad,fno,loso,1,4,success
1444,cremad__fno__loso__s1__f005,cremad,fno,loso,1,5,success
1445,cremad__fno__loso__s1__f006,cremad,fno,loso,1,6,success
1446,cremad__fno__loso__s1__f007,cremad,fno,loso,1,7,success
1447,cremad__fno__loso__s1__f008,cremad,fno,loso,1,8,success
1448,cremad__fno__loso__s1__f009,cremad,fno,loso,1,9,success
1449,cremad__fno__loso__s1__f010,cremad,fno,loso,1,10,success
1450,cremad__fno__loso__s1__f011,cremad,fno,loso,1,11,success
1451,cremad__fno__loso__s1__f012,cremad,fno,loso,1,12,success
1452,cremad__fno__loso__s1__f013,cremad,fno,loso,1,13,success
1453,cremad__fno__loso__s1__f014,cremad,fno,loso,1,14,success
1454,cremad__fno__loso__s1__f015,cremad,fno,loso,1,15,success
1455,cremad__fno__loso__s1__f016,cremad,fno,loso,1,16,success
1456,cremad__fno__loso__s1__f017,cremad,fno,loso,1,17,success
1457,cremad__fno__loso__s1__f018,cremad,fno,loso,1,18,success
1458,cremad__fno__loso__s1__f019,cremad,fno,loso,1,19,success
1459,cremad__fno__loso__s1__f020,cremad,fno,loso,1,20,success
1460,cremad__fno__loso__s1__f021,cremad,fno,loso,1,21,success
1461,cremad__fno__loso__s1__f022,cremad,fno,loso,1,22,success
1462,cremad__fno__loso__s1__f023,cremad,fno,loso,1,23,success
1463,cremad__fno__loso__s1__f024,cremad,fno,loso,1,24,success
1464,cremad__fno__loso__s1__f025,cremad,fno,loso,1,25,success
1465,cremad__fno__loso__s1__f026,cremad,fno,loso,1,26,success
1466,cremad__fno__loso__s1__f027,cremad,fno,loso,1,27,success
1467,cremad__fno__loso__s1__f028,cremad,fno,loso,1,28,success
