method,fold,rotation,draw,policy,n_test_people_expected,n_test_people_used,nn1_mean,nn1_max,nn3_mean
actual_test_query_neutral_available,4,5,0,C,17,17,0.6954307391168297,0.793906559382096,0.7487171327729
matched_eight_train_prompts_complete,4,5,0,R,17,16,0.6064935434599703,0.7765594800127416,0.6638401886934135
actual_test_query_neutral_available,4,5,0,R,17,17,0.6693219610890528,0.793906559382096,0.7281356114393072
matched_eight_train_prompts_complete,4,5,0,U,17,16,0.6068828924913009,0.7689880946282999,0.6653435044724211
actual_test_query_neutral_available,4,5,0,U,17,17,0.6953238689185729,0.843315521593031,0.7348152134685302
matched_eight_train_prompts_complete,4,5,1,C,17,16,0.6242714107247995,0.7535914552311485,0.6835163470209187
actual_test_query_neutral_available,4,5,1,C,17,17,0.6954307391168297,0.793906559382096,0.7487171327729
matched_eight_train_prompts_complete,4,5,1,R,17,16,0.6064935434599703,0.7765594800127416,0.6638401886934135
actual_test_query_neutral_available,4,5,1,R,17,17,0.6693219610890528,0.793906559382096,0.7281356114393072
matched_eight_train_prompts_complete,4,5,1,U,17,16,0.5868641066354604,0.7340416659589772,0.6509397885176691
actual_test_query_neutral_available,4,5,1,U,17,17,0.6710666750983901,0.7876423177654595,0.7203603490519044
matched_eight_train_prompts_complete,4,5,2,C,17,16,0.6242714107247995,0.7535914552311485,0.6835163470209187
actual_test_query_neutral_available,4,5,2,C,17,17,0.6954307391168297,0.793906559382096,0.7487171327729
matched_eight_train_prompts_complete,4,5,2,R,17,16,0.6064935434599703,0.7765594800127416,0.6638401886934135
actual_test_query_neutral_available,4,5,2,R,17,17,0.6693219610890528,0.793906559382096,0.7281356114393072
matched_eight_train_prompts_complete,4,5,2,U,17,16,0.6141756059696664,0.7548829723798816,0.6711713925521874
actual_test_query_neutral_available,4,5,2,U,17,17,0.7039940553976708,0.793906559382096,0.7431660980047142
